id,description,nom,type
40,"Il aime se gonfler d’air au maximum. Les conflits
de Grodoudou se règlent en regardant lequel
réussit à se faire plus gros que les autres.",Grodoudou,Pokémon Bouboule
40,"Il est célébré pour son corps élastique et son
pelage soyeux. Quel bonheur que de faire une
sieste en serrant un Grodoudou contre soi !",Grodoudou,Pokémon Bouboule
40,"Lorsqu’il se fâche, il se gonfle d’air et peut
atteindre jusqu’à vingt fois son volume normal.",Grodoudou,Pokémon Bouboule
40,"Son corps est malléable. En aspirant de l’air,
il se gonfle jusqu’à atteindre des proportions
gigantesques.",Grodoudou,Pokémon Bouboule
40,"Son corps gonfle à mesure qu’il inspire de l’air.
Il se sert de cette particularité pour se grandir
et intimider son adversaire quand il est en colère.",Grodoudou,Pokémon Bouboule
40,"Sa fourrure soyeuse fait sa fierté. La touffe
sur son front est si douce que la caresser
donne l’impression d’être sur un petit nuage.",Grodoudou,Pokémon Bouboule
41,"Il se repère dans l’espace grâce
aux ultrasons émis par sa gueule.",Nosferapti,Pokémon Chovsouris
41,"Bien que dépourvu d’yeux, il repère les obstacles
grâce aux ultrasons émis par sa gueule.",Nosferapti,Pokémon Chovsouris
41,"Comme il ne possède pas d’yeux, il n’utilise que
ses ultrasons pour se déplacer dans les ténèbres.",Nosferapti,Pokémon Chovsouris
41,"Nosferapti reste calme et immobile dans un coin sombre
pendant la journée. En effet, une exposition trop longue
à la lumière du soleil lui brûle légèrement la peau.",Nosferapti,Pokémon Chovsouris
41,"Nosferapti évite la lumière du soleil, car ça le rend malade.
Pendant la journée, il reste dans les cavernes ou à l’ombre
des vieilles maisons, où il dort, la tête à l’envers.",Nosferapti,Pokémon Chovsouris
41,"Il dort dans des grottes pendant la journée.
Comme il n’a pas d’yeux, il vole en se repérant
grâce à ses ultrasons.",Nosferapti,Pokémon Chovsouris
41,"S’il vole en journée, la lumière du soleil brûle
sa peau. La fréquence de ses ultrasons est
légèrement différente d’un groupe à l’autre.",Nosferapti,Pokémon Chovsouris
41,"Dépourvu d’yeux, il se repère dans l’espace
grâce aux ultrasons qu’il émet avec sa bouche.",Nosferapti,Pokémon Chovsouris
41,"Sa peau est si fine que la lumière du soleil
lui cause des brûlures. Lorsqu’il fait froid, ses
congénères et lui se serrent pour se réchauffer.",Nosferapti,Pokémon Chovsouris
41,"Il émet des ultrasons pour se diriger et
éviter les obstacles sur son trajet.",Nosferapti,Pokémon Chovsouris
41,"Il sonde les environs en émettant des ultrasons
avec sa bouche, et peut ainsi se frayer un chemin
même dans les grottes les plus étroites.",Nosferapti,Pokémon Chovsouris
41,"Ils vivent dans les grottes où la lumière du jour
ne perce jamais. Le matin, ils se blottissent les uns
contre les autres pour se réchauffer et dormir.",Nosferapti,Pokémon Chovsouris
42,"Ses crocs acérés et creux peuvent
pénétrer la plus épaisse des peaux
et sucer le sang de la victime.",Nosferalto,Pokémon Chovsouris
42,"Il mord son adversaire et absorbe toute son énergie,
même s’il devient trop lourd pour voler.",Nosferalto,Pokémon Chovsouris
42,"Quand il se met à sucer du sang, il ne s’arrête
qu’une fois rassasié. C’est un chasseur nocturne.",Nosferalto,Pokémon Chovsouris
42,"Nosferalto adore boire le sang des créatures vivantes.
Il est particulièrement actif pendant les nuits noires.
Ce Pokémon se balade dans les cieux étoilés, à la recherche
de sang frais.",Nosferalto,Pokémon Chovsouris
42,"Nosferalto mord sa proie grâce à ses quatre crocs pour
boire son sang. Il ne sort que lorsque la nuit est noire
et sans lune, pour voleter en quête de gens et de Pokémon
à mordre.",Nosferalto,Pokémon Chovsouris
42,"Ses crocs sont creux comme des pailles et
étonnamment fragiles. Ils sont en revanche
parfaits pour sucer le sang de ses victimes.",Nosferalto,Pokémon Chovsouris
42,"Il arrive qu’un Nosferalto ayant trop sucé de
sang ne puisse plus voler et tombe au sol,
où il est dévoré par d’autres Pokémon.",Nosferalto,Pokémon Chovsouris
42,"On rencontre parfois des Nosferalto édentés
que la faim a poussés à attaquer un Pokémon
de type Acier.",Nosferalto,Pokémon Chovsouris
42,"Ce Pokémon peut absorber jusqu’à 300 ml
de sang d’un coup. Victime de sa gourmandise,
il en devient parfois trop lourd pour voler.",Nosferalto,Pokémon Chovsouris
42,"Il s’approche furtivement et attaque sans crier
gare. Ses crocs acérés lui servent à sucer le sang.",Nosferalto,Pokémon Chovsouris
42,"Le sang des êtres vivants est son péché mignon.
On dit qu’il partage parfois ce précieux breuvage
avec ses congénères affamés.",Nosferalto,Pokémon Chovsouris
42,"Il se déplace habilement sur ses petites pattes,
s’approche silencieusement de sa proie endormie,
et lui suce le sang à l’aide de ses crocs.",Nosferalto,Pokémon Chovsouris
43,"En journée, il plante ses pieds-racines
dans le sol. La nuit, il se promène en
semant des graines.",Mystherbe,Pokémon Racine
43,"Le jour, il reste en sous-sol et évite le soleil.
Il grandit en se baignant au clair de lune.",Mystherbe,Pokémon Racine
43,"Son nom scientifique est « Oddium Wanderus ».
Lorsqu’il fait nuit, il se déplace à l’aide de ses
racines pour disséminer ses graines.",Mystherbe,Pokémon Racine
43,"Pendant la journée, Mystherbe s’enterre dans le sol pour
absorber avec son corps tout entier les nutriments présents
dans la terre. Plus le sol est fertile, plus ses feuilles sont
brillantes.",Mystherbe,Pokémon Racine
43,"Mystherbe cherche un sol fertile et riche en nutriments,
pour s’y planter. Pendant la journée, quand il est planté,
les pieds de ce Pokémon changent de forme et deviennent
similaires à des racines.",Mystherbe,Pokémon Racine
43,"On le confond souvent avec de l’herbe.
Si on essaie de le soulever du sol, il pousse
un cri terrifiant.",Mystherbe,Pokémon Racine
43,"Il ne bouge que lorsqu’il est exposé aux rayons
de la lune. Il se déplace alors pour disséminer
ses graines.",Mystherbe,Pokémon Racine
43,"Pendant la journée, il reste en sous-sol et évite
le soleil. Il grandit en se baignant au clair de lune.",Mystherbe,Pokémon Racine
44,"L’odeur du nectar de sa bouche est
si répugnante qu’elle agresse les
narines à deux kilomètres.",Ortide,Pokémon Racine
44,"Il sent très mauvais ! Mais une personne sur 1 000
aime la puanteur de son corps nauséabond.",Ortide,Pokémon Racine
44,"L’odeur du nectar de sa bouche est si répugnante
qu’elle agresse les narines à 2 km.",Ortide,Pokémon Racine
44,"La plupart du temps, Ortide dégage un parfum immonde du
pistil de sa fleur. Lorsqu’il se sent en danger, la puanteur est
encore pire. Lorsque ce Pokémon se sent bien et en sécurité,
il ne dégage aucune odeur nauséabonde.",Ortide,Pokémon Racine
44,"Ortide bave un miel qui sent horriblement mauvais.
Apparemment, il adore cette odeur nauséabonde.
Il en renifle les fumées toxiques et se met à baver
du miel de plus belle.",Ortide,Pokémon Racine
44,"Il sent très mauvais, mais une personne sur mille
aime l’odeur de son corps nauséabond.",Ortide,Pokémon Racine
44,"Ses pistils sécrètent une odeur incroyablement
fétide qui fait perdre connaissance à
ses adversaires jusqu’à 2 km à la ronde.",Ortide,Pokémon Racine
44,"Ce qui semble être sa bave est en fait du nectar
très collant. Si on le touche, il est très difficile
de s’en dépêtrer.",Ortide,Pokémon Racine
45,"Ses pétales sont les plus grands
du monde. Il marche en répandant
un pollen extrêmement allergène.",Rafflesia,Pokémon Fleur
45,"Plus ses pétales sont grands, plus ils contiennent de
pollen toxique.",Rafflesia,Pokémon Fleur
45,"Il possède des pétales énormes. À chaque pas,
ils sèment d’épais nuages de pollen toxique.",Rafflesia,Pokémon Fleur
45,"Le pollen toxique de Rafflesia déclenche d’affreuses réactions
allergiques. C’est pourquoi il est conseillé de ne jamais
s’approcher des jolies fleurs trouvées dans la jungle,
même lorsqu’elles sont magnifiques.",Rafflesia,Pokémon Fleur
45,"Rafflesia dispose des plus grands pétales du monde.
Il s’en sert pour attirer ses proies avant de les endormir
avec ses spores toxiques. Ce Pokémon n’a plus alors
qu’à attraper sa proie et à la manger.",Rafflesia,Pokémon Fleur
45,"Il fait un bruit terrible quand il secoue ses
pétales pour disperser son pollen empoisonné.",Rafflesia,Pokémon Fleur
45,"Il possède les plus gros pétales au monde,
qui sèment d’épais nuages de pollen toxique
à chacun de ses pas.",Rafflesia,Pokémon Fleur
45,"Plus ses pétales sont grands, plus il produit
de pollen toxique. Toutefois, le poids de sa tête
le fatigue.",Rafflesia,Pokémon Fleur
46,"Des champignons appelés “tochukaso”
poussent sur son dos. Ils évoluent
avec le Paras hôte.",Paras,Pokémon Champignon
46,"Sur le dos de ce Pokémon se trouvent des
champignons appelés tochukaso. Ils se développent
au même rythme que leur hôte.",Paras,Pokémon Champignon
46,"Il s’enfouit sous terre pour ronger des racines afin de
nourrir les champignons sur son dos.",Paras,Pokémon Champignon
46,"Paras accueille des champignons parasites appelés tochukaso
qui poussent sur son dos. Ils grandissent grâce aux nutriments
trouvés sur le dos de ce Pokémon Insecte.
Ils peuvent rallonger l’espérance de vie.",Paras,Pokémon Champignon
46,"Il a beau manger autant qu’il peut,
les champignons qui poussent sur son dos
lui volent la plupart de ses nutriments.",Paras,Pokémon Champignon
46,"Les champignons qui poussent sur son dos,
appelés tochukaso, peuvent être séchés puis
broyés pour obtenir un élixir de longue vie.",Paras,Pokémon Champignon
46,"C’est probablement par manque de nutriments
et d’humidité que les champignons sur son dos
peinent à se développer à Alola.",Paras,Pokémon Champignon
46,"Les champignons, appelés tochukaso,
contrôlent l’insecte contre sa volonté.",Paras,Pokémon Champignon
46,"Il s’enfouit pour ronger des racines, mais ce sont
les champignons sur son dos qui absorbent
presque tous les nutriments.",Paras,Pokémon Champignon
47,"Un champignon parasite plus gros
que Parasect contrôle son corps.
Il répand des spores empoisonnées.",Parasect,Pokémon Champignon
47,"Un champignon parasite plus gros que Parasect
contrôle son corps. Il répand des spores
empoisonnées.",Parasect,Pokémon Champignon
47,"Plus le champignon sur son dos grandit, plus celui-ci
émet des spores puissantes dans l’air.",Parasect,Pokémon Champignon
47,"On sait que les Parasect vivent en groupe dans les grands
arbres et se nourrissent des nutriments contenus dans le tronc
et les racines. Lorsqu’un arbre infesté meurt, ils se précipitent
vers le prochain.",Parasect,Pokémon Champignon
47,"Le gros champignon sur son dos contrôle
le Pokémon. Lampignon et Parasect
se disputent souvent un même territoire.",Parasect,Pokémon Champignon
47,"Il répand des spores empoisonnées depuis son
chapeau. On peut les récolter et les faire sécher
pour préparer des remèdes traditionnels.",Parasect,Pokémon Champignon
47,"L’insecte est quasiment mort, à ce stade, et le
champignon est devenu le véritable cerveau.
Si on l’ôte de son dos, il ne peut plus bouger.",Parasect,Pokémon Champignon
47,"Des remèdes traditionnels sont préparés avec
ses spores empoisonnées, mais ceux produits
à Alola seraient de moindre qualité.",Parasect,Pokémon Champignon
47,"À force de voir son énergie aspirée, il semblerait
que ce ne soit plus l’insecte qui réfléchisse,
mais le champignon sur son dos.",Parasect,Pokémon Champignon
48,"Ses grands yeux sont en fait des
amas d’yeux minuscules. La nuit,
il est attiré par la lumière.",Mimitoss,Pokémon Vermine
48,"Ses grands yeux sont en fait des amas d’yeux
minuscules. La nuit, il est attiré par la lumière.",Mimitoss,Pokémon Vermine
48,"Il vit à l’ombre des grands arbres où il se nourrit
d’insectes. Il est attiré par la lumière.",Mimitoss,Pokémon Vermine
48,"On raconte que Mimitoss a évolué avec une fourrure de poils
fins et drus qui protège son corps tout entier. Il est doté de
grands yeux capables de repérer ses proies, même minuscules.",Mimitoss,Pokémon Vermine
48,"Ses grands yeux lui servent de radar. En pleine
lumière, on peut y distinguer des facettes.",Mimitoss,Pokémon Vermine
49,"Il répand ses écailles poudreuses
en battant des ailes. Elles sont
toxiques au toucher.",Aéromite,Pokémon Papipoison
49,"Les écailles qu’il sème ont le pouvoir de paralyser
totalement un ennemi.",Aéromite,Pokémon Papipoison
49,"Ses ailes sont couvertes d’écailles poudreuses.
À chaque battement d’ailes, il laisse tomber de
la poudre hautement toxique.",Aéromite,Pokémon Papipoison
49,"Aéromite est un Pokémon nocturne, il ne sort donc que
la nuit. Ses proies préférées sont les petits insectes qui
se rassemblent autour des réverbères, attirés par la lumière.",Aéromite,Pokémon Papipoison
49,"Les écailles de ses ailes sont presque impossibles
à retirer lorsqu’elles se collent à la peau,
et elles libèrent un poison violent au contact.",Aéromite,Pokémon Papipoison
50,"Un Pokémon qui vit sous terre.
Habitué aux souterrains, il fuit la
lumière du jour.",Taupiqueur,Pokémon Taupe
50,"Il vit à 1 m sous la terre et se nourrit de racines.
Il apparaît rarement à la surface.",Taupiqueur,Pokémon Taupe
50,"Son épiderme est très fin. S’il est exposé au soleil,
son sang se réchauffe, ce qui l’affaiblit.",Taupiqueur,Pokémon Taupe
50,"Les Taupiqueur sont élevés dans la plupart des fermes.
En effet, lorsque ce Pokémon creuse quelque part, le sol
est comme labouré, prêt à recevoir les semences.
On peut alors y planter de délicieux légumes.",Taupiqueur,Pokémon Taupe
50,"Il mange les racines souterraines des arbres,
et cause beaucoup de soucis aux fermiers
qui cultivent certains légumes.",Taupiqueur,Pokémon Taupe
50,"Ce Pokémon laboure le sol et le fertilise avec
ses déjections. Pour cette raison, beaucoup
d’agriculteurs l’élèvent avec soin.",Taupiqueur,Pokémon Taupe
50,"Il se déplace en creusant des tunnels.
Il déteste la lumière et n’apparaît à la
surface qu’une fois le soleil couché.",Taupiqueur,Pokémon Taupe
50,"Pour encourager les Taupiqueur à labourer leurs
champs, les agriculteurs les bordent d’arbres
appréciés de ces Pokémon.",Taupiqueur,Pokémon Taupe
50,"Il aime les lieux sombres. Il passe la majeure
partie de son temps sous terre mais il remonte
souvent dans les cavernes.",Taupiqueur,Pokémon Taupe
50,"Si un Taupiqueur creuse un tunnel sous un champ,
il retourne la terre et améliore les récoltes.",Taupiqueur,Pokémon Taupe
50,"Ce Pokémon creuse sous terre à faible profondeur.
La terre qu’il laisse dans son sillage le rend facile
à repérer.",Taupiqueur,Pokémon Taupe
51,"Ses trois têtes creusent le sol à
tour de rôle. Il peut atteindre des
profondeurs de 100 kilomètres.",Triopikeur,Pokémon Taupe
51,"Au combat, il s’enfouit sous terre pour pouvoir frapper
ses adversaires depuis n’importe quelle direction.",Triopikeur,Pokémon Taupe
51,"Terriblement puissants, ils peuvent creuser un
tunnel dans tout type de sol et jusqu’à 100 km
de profondeur.",Triopikeur,Pokémon Taupe
51,"Les Triopikeur sont en fait des triplés qui ont émergé du
même corps. C’est pourquoi chaque triplé pense exactement
comme les deux autres. Ils creusent inlassablement, dans
une coopération parfaite.",Triopikeur,Pokémon Taupe
51,"Des triplés Taupiqueur qui s’entraident en tout.
En se coordonnant, ils peuvent creuser en
équipe jusqu’à 100 km de profondeur.",Triopikeur,Pokémon Taupe
51,"Bien que beaucoup d’agriculteurs élèvent
ce Pokémon, personne n’a jamais vu la partie
enfouie de son corps.",Triopikeur,Pokémon Taupe
51,"Ces triplés s’entendent à merveille, mais en
de rares occasions, une terrible dispute éclate
pour savoir qui va manger en premier.",Triopikeur,Pokémon Taupe
51,"D’apparence lisse, ses têtes sont
incroyablement dures. Il creuse la terre
à coups de crâne répétés.",Triopikeur,Pokémon Taupe
51,"À trois, ils peuvent creuser jusqu’à 100 km
de profondeur. On les dit responsables des
tremblements de terre.",Triopikeur,Pokémon Taupe
51,"Ces triplés forment une équipe de choc.
Ils causent parfois des séismes lorsqu’ils creusent
jusqu’à 100 km de profondeur.",Triopikeur,Pokémon Taupe
51,"Ce trio de Taupiqueur est capable de creuser
jusqu’à 100 km sous terre, vers l’inconnu.",Triopikeur,Pokémon Taupe
52,"Son regard s’anime à la vue
d’un objet brillant. C’est un
Pokémon nocturne.",Miaouss,Pokémon Chadégout
52,"Son regard s’anime à la vue d’un objet brillant.
C’est un Pokémon nocturne.",Miaouss,Pokémon Chadégout
52,"Il adore les pièces de monnaie. Il hante les rues à
la recherche de pièces oubliées par les passants.",Miaouss,Pokémon Chadégout
52,"Miaouss peut rentrer ses griffes dans ses pattes pour rôder
gracieusement sans laisser de traces. Étrangement,
ce Pokémon raffole des pièces d’or qui brillent à la lumière.",Miaouss,Pokémon Chadégout
52,"Il fait la sieste pendant la journée et devient
actif quand le soir tombe. Il passe sa nuit à
chercher des pièces perdues dans les rues.",Miaouss,Pokémon Chadégout
52,"Il adore tout ce qui brille et doit souvent
affronter des Cornèbre qui convoitent
le même trophée que lui.",Miaouss,Pokémon Chadégout
52,"Il n’est pas rare de l’apercevoir dans les
décharges, où il se dispute souvent quelque
objet brillant avec un Cornèbre.",Miaouss,Pokémon Chadégout
52,"Il raffole des pièces de monnaie. Il suffit de lui
en donner une pour acheter son affection, mais
vu son caractère, cela ne dure jamais longtemps.",Miaouss,Pokémon Chadégout
52,"Il est surtout actif la nuit. Il aime ramasser
les objets ronds et brillants.",Miaouss,Pokémon Chadégout
52,"Il aime rassembler des objets brillants.
S’il est de bonne humeur, il montre sa collection
à son Dresseur.",Miaouss,Pokémon Chadégout
52,"Tatillon sur la propreté de la pièce sur son front,
il se lave la figure avec grand soin. Il ne s’entend
pas avec les Miaouss de Galar.",Miaouss,Pokémon Chadégout
53,"Un Pokémon très snob. La taille du
joyau qui orne son front alimente
bien des débats parmi ses fans.",Persian,Pokémon Chadeville
53,"Très apprécié pour sa fourrure, il est difficile à
apprivoiser en raison de son caractère rétif.",Persian,Pokémon Chadeville
53,"Ses muscles souples lui permettent de marcher sans
un bruit et d’attaquer en l’espace d’un instant.",Persian,Pokémon Chadeville
53,"Persian a six grosses vibrisses qui lui donnent un air costaud
et lui permettent de sentir les mouvements de l’air pour savoir
ce qui se trouve à proximité. Il devient docile lorsqu’on
l’attrape par les moustaches.",Persian,Pokémon Chadeville
53,"Un Pokémon très agressif, qui peut sauter à la
gorge si on le regarde dans les yeux. Ses
griffes acérées infligent de graves blessures.",Persian,Pokémon Chadeville
53,"Un Pokémon naturellement fier, mais pas aussi
orgueilleux que les Persian d’Alola. Il est très
difficile à apprivoiser.",Persian,Pokémon Chadeville
53,"Malgré une composition quasiment identique,
sa gemme est d’une couleur différente de celle
du Persian d’Alola.",Persian,Pokémon Chadeville
53,"Un Pokémon prisé des classes aisées.
Il est néanmoins la cible des voleurs convoitant
la gemme qui orne son front.",Persian,Pokémon Chadeville
53,"La pierre sur son front brille de mille feux.
Sa démarche est souple et majestueuse.",Persian,Pokémon Chadeville
53,"Très fier, il est difficile à apprivoiser.
Dès que quelque chose ne lui plaît pas,
il sort les griffes.",Persian,Pokémon Chadeville
53,"Il se comporte avec grâce et élégance,
et ne s’entend pas avec les rustres Berserkatt :
les deux espèces se méprisent.",Persian,Pokémon Chadeville
54,"Ses pouvoirs déconcertants
et mystérieux lui font subir
de constantes migraines.",Psykokwak,Pokémon Canard
54,"Ce Pokémon a tout le temps la migraine.
Quand la douleur devient insupportable, il se met à
utiliser ses pouvoirs psy.",Psykokwak,Pokémon Canard
54,"Il ne se souvient pas qu’il a des pouvoirs psy.
C’est pour cela qu’il a l’air si confus.",Psykokwak,Pokémon Canard
54,"Psykokwak utilise un mystérieux pouvoir. Ce Pokémon
peut générer des ondes cérébrales normalement observées
chez les dormeurs. Cette découverte a lancé une polémique
dans le milieu universitaire.",Psykokwak,Pokémon Canard
54,"Lorsqu’il utilise son mystérieux pouvoir, Psykokwak
ne s’en souvient pas. Apparemment, il ne peut pas garder
ce genre d’événement en mémoire, car il pratique ce pouvoir
dans un état proche du sommeil profond.",Psykokwak,Pokémon Canard
54,"Il arrive que des ondes psychiques fusent de
son cerveau sans qu’il n’y soit pour rien, ce qui
lui donne mal à la tête au point de gémir.",Psykokwak,Pokémon Canard
54,"Il souffre d’une migraine permanente. Plus sa
douleur augmente, plus il émet des ondes
psychiques intenses.",Psykokwak,Pokémon Canard
54,"Utiliser ses pouvoirs psychiques lui donne
de terribles migraines, aussi préfère-t-il passer
tout son temps immobile à ne rien faire.",Psykokwak,Pokémon Canard
54,"Des scientifiques ont découvert que lorsqu’il
souffre de migraines, ses neurones fonctionnent
dix fois plus vite qu’en temps normal.",Psykokwak,Pokémon Canard
54,"Il est toujours en proie à des maux de tête.
On ignore s’il contrôle ses pouvoirs psychiques.",Psykokwak,Pokémon Canard
54,"Il a toujours la migraine, mais la douleur semble
s’atténuer momentanément s’il laisse exploser
son pouvoir mystérieux.",Psykokwak,Pokémon Canard
54,"Sa migraine s’intensifie à mesure que son stress
monte. Il libère une force psychique puissante
qui terrasse tous ceux qui l’entourent.",Psykokwak,Pokémon Canard
55,"Ses membres palmés et son corps
parfaitement adapté font de lui
un nageur exceptionnel.",Akwakwak,Pokémon Canard
55,"Il apparaît dans les étendues d’eau au crépuscule.
Si son front brille, il se sert de sa télékinésie.",Akwakwak,Pokémon Canard
55,"Ses pattes arrière palmées font de ce Pokémon
un excellent nageur. On peut souvent le voir nager
élégamment dans les lacs.",Akwakwak,Pokémon Canard
55,"Les pattes avant et arrière palmées et le corps aérodynamique
d’Akwakwak lui donnent une vitesse effrayante. Ce Pokémon
est bien plus rapide que les plus grands champions de
natation.",Akwakwak,Pokémon Canard
55,"Akwakwak est le Pokémon qui nage le plus vite.
Il nage sans se fatiguer, même lorsque la mer est agitée.
Il sauve parfois des gens coincés dans les navires bloqués
en haute mer.",Akwakwak,Pokémon Canard
55,"Certains prétendaient que tenir la gemme rouge
de son front donnait des pouvoirs psychiques,
aussi a-t-il été braconné à certaines époques.",Akwakwak,Pokémon Canard
55,"Il nage à travers les lacs pour attraper des
Pokémon poissons, puis il remonte sur la rive
pour les déguster tranquillement.",Akwakwak,Pokémon Canard
55,"Même les Pokémon poissons les plus rapides
ne peuvent pas lui échapper. Il les capture
avec facilité en les immobilisant.",Akwakwak,Pokémon Canard
55,"Ce professionnel de la natation dispose d’une
longue queue souple qui lui permet de nager
sans interruption pendant deux jours.",Akwakwak,Pokémon Canard
55,"Ses membres longs et fins se terminent par
des nageoires qui lui permettent de nager
élégamment.",Akwakwak,Pokémon Canard
55,"Vivant dans les rivières au cours tranquille,
il se sert de ses longs membres pour nager
avec élégance.",Akwakwak,Pokémon Canard
55,"D’après de vieilles légendes, ce Pokémon
entraînait au fond de l’eau tous ceux
qui osaient souiller sa rivière.",Akwakwak,Pokémon Canard
56,"Ils vivent en colonies sylvestres.
Quand un Férosinge s’énerve, toute
la colonie suit son exemple.",Férosinge,Pokémon Porsinge
56,"Il ne peut dissocier ses amis de ses ennemis et a
tendance à enrager lorsqu’on l’approche.",Férosinge,Pokémon Porsinge
56,"Ils vivent en colonies sylvestres. Quand un Férosinge
s’énerve, toute la colonie suit son exemple.",Férosinge,Pokémon Porsinge
56,"Lorsque Férosinge commence à trembler et que sa respiration
devient haletante, cela signifie qu’il est en colère. En outre,
la moutarde lui monte au nez tellement vite qu’il est presque
impossible d’échapper à sa colère.",Férosinge,Pokémon Porsinge
56,"Quand il pique soudain une terrible colère, tout
le monde autour de lui s’enfuit. Mais il supporte
mal la solitude, et ça l’énerve encore davantage.",Férosinge,Pokémon Porsinge
56,"Fatigué de sa colère permanente, il lui arrive
de dormir, mais il rêve de ses frustrations, se
réveille, et se met en colère d’avoir été réveillé.",Férosinge,Pokémon Porsinge
56,"La moindre contrariété le rend furieux. Comme
rien ne l’atteint durablement, il n’accumule
pas de stress et peut vivre très vieux.",Férosinge,Pokémon Porsinge
56,"Il suffit qu’un Férosinge s’énerve pour que
ses congénères en fassent de même, aussi
leurs groupes ne connaissent-ils jamais la paix.",Férosinge,Pokémon Porsinge
56,"Agile et rapide, ce Pokémon vit dans les arbres.
Il s’énerve facilement et s’attaque à tout ce qui
bouge quand il est en colère.",Férosinge,Pokémon Porsinge
57,"Il grogne quand on le toise, rugit
quand on s’enfuit et devient fou
de rage quand on le frappe.",Colossinge,Pokémon Porsinge
57,"Sa fureur prend fin quand il n’a plus personne à
frapper. Il est difficile d’en être témoin.",Colossinge,Pokémon Porsinge
57,"Ce Pokémon est constamment en rogne.
Lorsqu’il traque une proie, il la pourchasse n’importe
où, peu importe la distance.",Colossinge,Pokémon Porsinge
57,"Lorsque Colossinge devient furieux, sa circulation sanguine
s’accélère. Du coup, ses muscles sont encore plus puissants.
En revanche, il devient bien moins intelligent.",Colossinge,Pokémon Porsinge
57,"Il arrive qu’il s’énerve tellement qu’il en meurt.
Son visage, lorsqu’il meurt ainsi, est empreint
d’une grande sérénité.",Colossinge,Pokémon Porsinge
57,"D’après les recherches d’un certain scientifique,
les Colossinge continuent de bouillonner de
fureur même à l’intérieur d’une Poké Ball.",Colossinge,Pokémon Porsinge
57,"Il ne pardonne rien et poursuit sans relâche
ceux qui l’ont courroucé. Même les assommer
ne suffira pas à apaiser sa rancune.",Colossinge,Pokémon Porsinge
57,"Les vaisseaux sanguins de son cerveau étant
plus résistants que ceux d’autres Pokémon,
il peut rester en état de colère perpétuelle.",Colossinge,Pokémon Porsinge
57,"Sa fureur prend fin quand il n’a plus personne
à frapper. Il est difficile d’en être témoin.",Colossinge,Pokémon Porsinge
58,"Un Pokémon très loyal. Il restera
immobile jusqu’à ce que son
Dresseur lui donne un ordre.",Caninos,Pokémon Chiot
58,"Ce Pokémon est particulièrement affectueux et loyal.
Il aboie et il mord pour se débarrasser de ses
adversaires.",Caninos,Pokémon Chiot
58,"Il est courageux et fier. Il se dresse vaillamment
devant ses ennemis même s’ils sont plus puissants.",Caninos,Pokémon Chiot
58,"Caninos a un odorat très développé. Ce Pokémon n’oublie
jamais un parfum, quel qu’il soit. Il utilise son puissant sens
olfactif pour deviner les émotions des autres créatures
vivantes.",Caninos,Pokémon Chiot
58,"Un Pokémon très intelligent et affectueux.
Il aboie pour intimider les inconnus et ceux qui
pénètrent sur son territoire.",Caninos,Pokémon Chiot
58,"Même s’il a l’air adorable, mieux vaut ne pas
s’approcher du Caninos d’un Dresseur inconnu.
On risque de se faire mordre.",Caninos,Pokémon Chiot
58,"Il est très facile à apprivoiser, mais à l’état
sauvage, il combat férocement les Rocabot
pour le contrôle de son territoire.",Caninos,Pokémon Chiot
58,"Cela fait des siècles qu’il vit avec les humains.
Des ossements de Caninos ont été retrouvés
sur des sites datant de l’âge de pierre.",Caninos,Pokémon Chiot
58,"Ce Pokémon est de nature amicale,
mais il devient hargneux quand son territoire
est menacé.",Caninos,Pokémon Chiot
58,"Il est courageux et fiable. Il se dresse vaillamment
devant ses ennemis même s’ils sont plus puissants.",Caninos,Pokémon Chiot
58,"Très fidèle, il aboie de toutes ses forces pour
protéger son Dresseur d’Origine quand un danger
le guette.",Caninos,Pokémon Chiot
59,"Son port altier et son attitude
fière ont depuis longtemps
conquis le cœur des hommes.",Arcanin,Pokémon Légendaire
59,"Un Pokémon très recherché pour sa grâce légendaire.
Il court avec tellement d’agilité qu’on dirait qu’il vole.",Arcanin,Pokémon Légendaire
59,"Son aboiement est tout simplement majestueux.
On ne peut que ramper à ses pieds après l’avoir
entendu.",Arcanin,Pokémon Légendaire
59,"Arcanin est célèbre pour son extraordinaire vitesse.
On le dit capable de parcourir plus de 10 000 km en 24 h.
Le feu qui fait rage à l’intérieur du corps de ce Pokémon
est la source de son pouvoir.",Arcanin,Pokémon Légendaire
59,"Ce Pokémon apparaît dans de vieux contes
d’Extrême-Orient. Aussi beau que majestueux,
sa puissance est légendaire.",Arcanin,Pokémon Légendaire
59,"La flamme qui brûle dans son corps lui donne
l’énergie de parcourir les contrées.
De nombreuses légendes existent à son sujet.",Arcanin,Pokémon Légendaire
59,"Une légende célèbre relate les exploits d’un
chef de guerre et de son Arcanin à la conquête
d’un certain royaume antique.",Arcanin,Pokémon Légendaire
59,"Tant de mythes circulent sur son compte
qu’il est parfois qualifié de légendaire, alors
qu’en réalité, il est on ne peut plus commun.",Arcanin,Pokémon Légendaire
59,"Un Pokémon légendaire en Extrême-Orient.
Il est admiré pour la grâce et la beauté de
sa course.",Arcanin,Pokémon Légendaire
59,"De nombreuses personnes ont été charmées
à la vue de ce Pokémon parcourant 10 000 km
en 24 heures.",Arcanin,Pokémon Légendaire
